,url,base,title,description,sku,color_valuecolor_value,price,color
385,tienda1chaussette.html,Socks milk white,Description & Composition,"
                            These socks in fine knit jersey bring the sophisticated final touch to children's outfits. They are made of a stretchy gray cotton blend and have a very elegant ribbed cuff.                        ",PEBGICOTFIF, ,€18.00,
386,tienda1leggins-4.html,Plain leggings milk white,Description & Composition,"
                            Known for their comfort, these plain leggings can be worn for any occasion. They are made from slightly elasticated black cotton material, and highlight the shape of your legs. Pair them with a loose top and tennis shoes.                        ",PEBTI3185CA, ,€35.00,
387,tienda1girls-longline-hooded-puffer-jacket-pale-pink.html,Girls' Longline Hooded Puffer Jacket Pale Pink,Description & Composition,"
                            The Pearl girls' longline hooded puffer jacket is soft and warm and features a Bonpoint cherry print lining. The water-repellent material and cozy hood will protect your little one from the elements.
",H20PEARL, ,€148.00,
388,tienda1girls-pluie-reversible-puffer-jacket-thunder-gray.html,Girls' Pluie reversible puffer jacket Thunder gray,Description & Composition,"
                            The girls' Pluie reversible puffer jacket has a hood and will keep littles girls cozy and warm. This reversible model combines a soft faux-fur interior with a nylon exterior. It has an oversized cut. 

",H20PLUIE, ,€126.00,
389,tienda1girls-denim-and-fabric-liberty-pants-black.html,Girls' Denim and Fabric Liberty Pants Black,Description & Composition,"
                            These Dewey girls' denim and fabric Liberty pants have a distinctive mix of materials. The straight cut trousers feature Liberty print panels that showcase the season's flagship motif, and an embroidered Bonpoint cherry adorns the back pocket.
",H20DEWEY5, ,€48.00,
390,tienda1girls-corduroy-pants-raspberry.html,Girls' corduroy pants raspberry,Description & Composition,"
                            ",H20EFFILE, ,€42.00,
391,tienda1girls-slim-fit-corduroy-pants-fig.html,Girls' Slim-fit Corduroy Pants Fig,Description & Composition,"
                            These Sienna girls' slim-fit corduroy pants combine comfort with a modern style. They feature delicate cherries on the front pocket and the patch on the back. 
",H20SIENNA, ,€38.00,
392,tienda1girls-organic-cotton-t-shirt-heathered-gray.html,Girls' Organic Cotton T-Shirt Heathered Gray,Description & Composition,"
                            This girls' organic cotton T-shirt is comfortable to wear every day. The print on the front echoes the garment's eco-friendly design.
",H20BTI3089T1, ,€20.00,
393,tienda1polar-girls-warm-waterproof-parka-khaki.html,Polar Girls' Warm Waterproof Parka khaki,Description & Composition,"
                            With its fur-lined hood, waterproof layer and comfortable padding, the Polar girls' parka offers your child the ultimate protection against rain and cold. The lining features the emblematic Bonpoint cherries.
",H20POLAR, ,€140.00,
394,tienda1girls-down-jacket-red.html,Girls' Down Jacket Red,Description & Composition,"
                            The water-resistant Moon girls' down jacket is down padded for warmth. It features an elegant two-tone lining.
",H20MOON, ,€0.00,
395,tienda1adult-trio-bracelet-pink-gold.html,Adult Trio bracelet pink gold,Description & Composition,"
                            Bonpoint jewelry is made for the whole family - just look at this gold adult Trio bracelet, which harmonizes beautifully with the children's Cherry bracelet. Adorned with three cherries, this thin chain is also completely adjustable thanks to its two extension rings.                        ",PESTOBTRIOA,,€720.00,
396,tienda1adult-trio-bracelet-white-gold.html,Adult Trio bracelet white gold,Description & Composition,"
                            Bonpoint jewelry is made for the whole family - just look at this gold adult Trio bracelet, which harmonizes beautifully with the children's Cherry bracelet. Adorned with three cherries, this thin chain is also completely adjustable thanks to its two extension rings.                        ",PESTOBTRIOA,,€720.00,
397,tienda1cardigan-heathered-gray.html,Cardigan heathered gray,Description & Composition,"
                            This heathered gray cardigan is both soft and comfortable. We love the classic cut and emblematic cherry on this merino wool design. Wear it open over a bohemian dress or buttoned over a white shirt for a preppy look.                        ",PEBDA3511CA, ,€110.00,
398,tienda1thin-turtleneck-sweater-dark-heathered-gray.html,Thin turtleneck sweater dark heathered gray,Description & Composition,"
                            We like the understated, elegant quality of this thin turtleneck sweater. The white, long-sleeved cotton garment is perfect for winter outfits. Tuck it into pink velvet pants for an on-trend vintage look.                        ",PEBTI3103TE, ,€35.00,
399,tienda1cherry-earrings-white-gold.html,Cherry earrings white gold,Description & Composition,"
                            These rhinestone Cherry earrings complete any look with finesse. They fasten with a discreet stud system and form an elegant ensemble when worn with the matching necklace and bracelet.                        ",PESTOBOCERI,,€900.00,
400,tienda13-cherries-bracelet-pink-gold.html,3 cherries bracelet pink gold,Description & Composition,"
                            This gold 3 cherries bracelet is key to achieving that final elegant touch. Its fine adjustable chain is decorated with 3 delicate cherries set with rhinestones, guaranteed to have your child stand out from the crowd.                        ",PESTOBTRIOE,,€670.00,
401,tienda13-cherries-bracelet-white-gold.html,3 cherries bracelet white gold,Description & Composition,"
                            This gold 3 cherries bracelet is key to achieving that final elegant touch. Its fine adjustable chain is decorated with 3 delicate cherries set with rhinestones, guaranteed to have your child stand out from the crowd.                        ",PESTOBTRIOE,,€670.00,
402,tienda1bracelet-with-bell-silver.html,Bracelet with bell silver,Description & Composition,"
                            This silver bangle bracelet with bell is decorated with a pretty patterned bell. A convenient clasp makes It very easy to put on. Use it to accessorize an elegant outfit composed of a velvet jumper dress and a printed short-sleeved T-shirt.                        ",PEABBRAGRELO,,€650.00,
403,tienda1adult-cerise-bracelet-gold.html,Adult Cerise bracelet gold,Description & Composition,"
                            A stunning gift idea for a happy family, the adult Cerisa bracelet by Bonpoint matches the children's model. The brand's signature cherry is presented here in gold and rhinestone, and is mounted on a fine gold chain.                        ",PESTOBCERISA,,€720.00,
404,tienda1printed-rabbit-scarf-and-thin-stripes.html,Printed rabbit scarf and thin stripes,Description,,,,€35.00,
405,tienda1large-cuddly-rabbit.html,Large cuddly Rabbit,Description & Composition,"
                            ",PEJELLAP1, ,€45.00,
406,tienda1rabbit-cuddly-toy.html,Rabbit Cuddly Toy,Description & Composition,"
                            Rabbit cuddly toy with square in baby flannel fabric. One size 16 x 16 cm. Available exclusively at Bonpoint. Permanent Collection.                        ",PELPMCAROT,,€40.00,
407,tienda1foam-knight-s-sword-multicolored.html,Foam Knight's Sword multicolored,Description & Composition,"
                            With its realistic details, this knight's sword transports children to the time of medieval tournaments. It supple material makes it lightweight and easy to manipulate.
",N20GPEPEE,,€12.00,
408,tienda1children-s-bonpoint-x-wild-soft-dog-cape-milk-white.html,Children's Bonpoint x Wild & Soft Dog Cape milk white,Description & Composition,"
                            This exclusive Bonpoint x Wild & Soft dog cape is both a stuffed animal or a blanket, depending on your child's mood. Little hands can be slipped into the front paws.
",N20WSCHIEN,,€48.00,
409,tienda1wild-and-soft-x-bonpoint-koala-cape-dark-heathered-gray.html,Wild and Soft x Bonpoint Koala Cape dark heathered gray,Description & Composition,"
                            Children can become their favorite animal thanks to this Koala cape from the Wild and Soft x Bonpoint collaboration. This very soft piece makes a perfect Christmas gift.
",N20WSKOALA,,€48.00,
410,tienda1foam-pirate-sword-multicolored.html,Foam Pirate Sword multicolored,Description & Composition,"
                            Fun battles and laughter are never-ending with this pirate's sword and its ultra-realistic print. This toy makes a perfect Christmas present for children ages 3 and up.
",N20GPEPEE2,,€12.00,
411,tienda1foam-knight-s-shield-multicolored.html,Foam Knight's Shield multicolored,Description & Composition,"
                            Hours of play are the order of the day with this Bonpoint foam knight's shield. Girls and boys alike can incarnate the heroes of the Middle Ages with this life-size toy adorned with realistic studs and jewels.
",N20GPBOUCL,,€15.00,
412,tienda1foam-pirate-hat-black.html,Foam Pirate Hat black,Description & Composition,"
                            Boys and girls alike can make each other walk the plank with this realistic pirate's hat. Its velvet-effect material is decorated with pretty scalloped trim and a golden emblem.
",N20GPIRATE,,€15.00,
413,tienda1large-cherry-doll.html,Large Cherry Doll,Description & Composition,"
                            The iconic Cherry Doll. Choose your Cherry doll and from now and over the seasons, build her wardrobe.
Size: 30 cm                        ",PECERISE,,€85.00,
414,tienda13-piece-liberty-fabric-doll-outfit-medium-blue.html,3-Piece Liberty Fabric Doll Outfit medium blue,Description & Composition,"
                            Children can dress their dolls elegantly with this pretty outfit's Liberty fabric dress and bloomers. Solid-colored socks complete the set.
",H20TENUE1,,€75.00,
415,tienda1babies-en-cuir-ella.html,Lamé Leather Mary Janes gold,Description & Composition,"
                            The Ella Mary Janes are made of elegant lamé leather. A delicate strap on the top, fastened with a matching covered button, ensures a secure fit.
",S01GSHLF0601, ,€120.00,
416,tienda1sandales-empiecement-etoile-blanc-lait.html,Sandals with Star Insert milk white,Description & Composition,"
                            These Star sandals are adorned with a delicate star held in place with leather ties. These leather flip-flops fasten with a buckled ankle strap and are refined, original and comfortable.
",S01GSLLF0301, ,€125.00,
417,tienda1santiags-brodees-cerises-bleu-roy.html,Cowboy Boots with Embroidered Cherries royal blue,Description & Composition,"
                            The Texas cowboy boots are made of soft, supple, elegant leather. The refined almond toe is embroidered with the iconic Bonpoint cherries.
",S01GBOLF0101, ,€150.00,
418,tienda1sandales-elastiques-naturel.html,Elastic Sandals natural,Description & Composition,"
                            The Louise elastic sandals feature distinctive criss-crossed leather straps embossed with Bonpoint cherries. The notched rubber sole gives them added comfort.
",S01GSLLF0402, ,€110.00,
419,tienda1chaussure-a-talon-enrobe-edna.html,Printed Leather Shoes gold,Description & Composition,"
                            The elegant leather of these Edna shoes is covered with a floral motif right down to their covered heel. A narrow buckled strap attaches at the ankle.
",S01GSHLF0501, ,€150.00,
420,tienda1babies-en-cuir-imprime-rose-pale.html,Printed Leather Mary Janes pale pink,Description & Composition,"
                            Your little girl is sure to fall for these Lovella leather Mary Janes with cute wording printed on them. They feature a leather sole with an anti-slip rubber insert for better grip and optimal comfort.
",S01GSHLF0101, ,€125.00,
421,tienda1baskets-oversize-bimatieres-gris-clair.html,Dual-Material Oversize Sneakers light gray,Description & Composition,"
                            The Jump sneakers are made of a mix of smooth and suede leather for a sporty chic look. They feature a trendy oversized sole.
",S01BSNLF0101, ,€160.00,
422,tienda1nu-pieds-en-cuir-irise-or.html,Iridescent Leather Flip-Flops gold,Description & Composition,"
                            These flip-flops are a reinterpretation of gladiator sandals with their narrow iridescent leather straps. The Bonpoint cherry is embossed on the top of the upper.
",S01GSLLF1101, ,€105.00,
423,tienda1ballerines-bimatieres-indigo.html,Dual-Material Ballet Flats indigo,Description & Composition,"
                            The Evy ballet flats are made of smooth leather and split leather. Their perforated trim is reminiscent of Oxford shoes and adds a trendy touch.
",S01GSHLF0302, ,€130.00,
424,tienda1baskets-oversize-a-surpiqures-cerises-blanc.html,Oversize Sneakers with Topstitched Cherries white,Description & Composition,"
                            The Jump sneakers come with a trendy oversize sole. Their smooth leather upper is decorated with topstitched Bonpoint cherries, the House signature.
",S01GSNLF0201, ,€160.00,
425,tienda1baskets-en-cuir-imprime-multicolore.html,Printed Leather Sneakers multicolored,Description & Composition,"
                            These printed leather sneakers are decorated with cute wording and the Bonpoint cherry logo. They fasten with elastic laces, ensuring a secure, comfortable fit.
",S01GSNLF0101, ,€145.00,
426,tienda1sandales-en-cuir-frange-fille-blanc.html,Girls' Fringed Leather Sandals white,Description & Composition,"
                            These Selena girls' sandals are inspired by fringed loafers with tied laces and feature a golden Bonpoint cherry logo. The ergonomic cork insole is lined with a rubber sole.
",S01GSLLF0601, ,€95.00,
427,tienda1nu-pieds-a-motifs-liberty-multicolore.html,Liberty Fabric Sandals multicolored,Description & Composition,"
                            These sandals display the Liberty motifs from past seasons. The comfortable design is the result of a collaboration between Bonpoint and Arizona Love.
",S01GSLWO0101, ,€95.00,
428,tienda1babies-cloutees-fille-bleu-gris.html,Girls' Studded Mary Janes gray blue,Description & Composition,"
                            These Ella Mary Jane shoes are made of kidskin and promise comfort and support for girls' feet. The upper features studs in the shape of the iconic Bonpoint cherries.
",S01GSHLF0401, ,€125.00,
429,tienda1sandales-en-raphia-crochet-naturel.html,Crocheted Raffia Sandals natural,Description & Composition,"
                            With their criss-crossed straps, the Tanger sandals are a timeless piece for any girl's wardrobe. They feature a distinctive upper made of hand-crocheted raffia.
",S01GSLLF0701, ,€220.00,
430,tienda1ballerines-bicolores-en-cuir-or.html,Two-tone Leather Ballet Flats gold,Description & Composition,"
                            These Evy two-tone ballerina flats are made of smooth leather and iridescent grained leather. They feature a pretty rope bow tied on the upper.
",S01GSHLF0301, ,€130.00,
431,tienda1sandales-en-cuir-brode-fille-rose.html,Girls' Embroidered Sandals pink,Description & Composition,"
                            These colorful leather Spring sandals for girls fit perfectly thanks to their intertwined straps. Pretty flower appliqués in leather add a final touch.
",S01GSLLF0501, ,€125.00,
432,tienda1ballerine-elastiquee-elena.html,Ballet Flats with Cherry Ties neo coral,Description & Composition,"
                            These Elena leather ballet flats feature a bright color and cherry ties. The narrow strap at the instep has a hidden elastic for more comfort.
",S01GSHLF0202, ,€125.00,
433,tienda1s01ghawo0501-1.html,Girls Liberty Fabric Hair Scrunchie camellia pink,Description & Composition,"
                            Topped with an elegant bow, this girls' hair scrunchie adds a sophisticated touch to any hairstyle. Its exclusive Liberty fabric is made with an organic cotton material.
",S01GHAWO0501,,€28.00,
434,tienda1s01gacwo0101-2.html,Girls' Exclusive Liberty Fabric Scarf camellia pink,Description & Composition,"
                            The Cayati scarf charms girls with its exclusive floral-print Liberty fabric. Made of GOTS-certified cotton, it is respectful of the environment.
",S01GACWO0101,,€40.00,
435,tienda1s01ghawo0503-1.html,Girls' Printed Taffeta Hair Scrunchie ivory flower,Description & Composition,"
                            The Chic hair scrunchie, in a pretty printed taffeta, will be the focal point of a girls' outfit. It is adorned with a large matching bow on the top.
",S01GHAWO0503,,€30.00,
436,tienda1s01gacwo0101-3.html,Girls' Liberty Fabric Scarf raspberry,Description & Composition,"
                            Stunning flowers cover the Liberty fabric on this Cayati scarf for girls. The color is a Bonpoint exclusive. The organic cotton material is GOTS-certified.
",S01GACWO0101,,€40.00,
437,tienda1s01ghawo0504-1.html,Girls' Liberty Fabric Hair Scrunchie raspberry,Description & Composition,"
                            This girls' scrunchie adds an elegant touch to an outfit with its multicolored print Liberty fabric. The bow on the top adds volume to a hairstyle.
",S01GHAWO0504,,€28.00,
438,tienda1s01ghawo0102-1.html,Set of Two Liberty Fabric Barrettes raspberry,Description & Composition,"
                            These two pretty Miniclic barrettes for girls are shaped like flat bows. They are made of a Liberty linen fabric made especially for Bonpoint.
",S01GHAWO0102,,€20.00,
439,tienda1s01ghawo0101-1.html,Set of Two Liberty Fabric Barrettes camellia pink,Description & Composition,"
                            This set of two matching barrettes is popular with girls. They are made of Liberty fabric and come in a pretty gift box.
",S01GHAWO0101,,€20.00,
440,tienda1s01gacwo0101-1.html,Girls' Liberty Fabric Scarf navy,Description & Composition,"
                            The Cayati scarf adds a bright touch to a hairstyle with its floral print Liberty fabric. It is made of cotton and is extremely comfortable to wear.
",S01GACWO0101,,€40.00,
441,tienda1s01gacwo0101-4.html,Girls' Liberty Fabric Scarf multicolored,Description & Composition,"
                            This colorful Cayati scarf is made of an exclusive Liberty fabric. The Bonpoint logo is printed in the pattern.
",S01GACWO0101,,€40.00,
442,tienda1s01ghawo0302-2.html,Girls' Liberty Fabric Headband petal pink,Description & Composition,"
                            The Altesse girls' headband is covered with organic Liberty fabric exclusive to Bonpoint and featuring the House's name. A fabric bow adds a sophisticated touch.
",S01GHAWO0302,,€30.00,
443,tienda1s01ghawo0202-1.html,Box of Two Matching Barrettes milk white,Description & Composition,"
                            These Tutu barrettes add elegance and a poetic touch to girls' outfits with their embroidered tulle. They are sold in a set of two.
",S01GHAWO0202,,€30.00,
444,tienda1s01ghawo0103-1.html,Girls' Box of Two Sequined Barrettes natural white,Description & Composition,"
                            These Minichic barrettes for girls are very refined. The tulle bow is covered with sequins making them perfect for special occasions.
",S01GHAWO0103,,€25.00,
445,tienda1s01gbaap0401-1.html,Girls' Iridescent Leather Bag multicolored,Description & Composition,"
                            The Gomette bag for girls revisits the iconic Bonpoint cherry in a geometric shape. The iridescent leather of this round design is adorned with contrasting inserts representing the emblematic logo.
",S01GBAAP0401,,€135.00,
446,tienda1s01ghawo0301-1.html,Girls' Exclusive Liberty Fabric Headband light yellow,Description & Composition,"
                            This Altesse headband for girls is topped with a pretty bow and made of an exclusive Liberty fabric for Bonpoint. The organic cotton print also covers the band.
",S01GHAWO0301,,€30.00,
447,tienda1s01ghawo0401-1.html,Girls' Headband with Tulle Bow faded pink,Description & Composition,"
                            With its Swiss dot tulle and pretty embroidery, the Tutu headband for girls is extremely refined. Its turns heads with its large, lacy bow.
",S01GHAWO0401,,€30.00,
448,tienda1s01ghawo0502-1.html,Girls' Check Print Scrunchie with Bow light yellow,Description & Composition,"
                            The Chic hair scrunchie for girls is adorned with an elegant bow. It is made of luminous check print taffeta.
",S01GHAWO0502,,€30.00,
449,tienda1cardigan-en-coton-fille-rose.html,Girls' Cotton Cardigan pink,Description & Composition,"
                            This fine knit cardigan for girls is one of the classic pieces from the House of Bonpoint. Its ribbed finishes and small tone-on-tone embroidered cherry exude elegance. 
",S01GCAKN1701, ,€90.00,
450,tienda1pantalon-a-pont-fille-bleu.html,Girls' Sailor Pants blue,Description & Composition,"
                            These Sao girls' pants feature a flared cut and a sailor-style fastening adorned with elegant pearly buttons with metal trim. The elastic waist at the back makes them very comfortable.
",S01GPAWO0201, ,€140.00,
451,tienda1short-en-jean-leger-fille-blanc-lait.html,Girls' Lightweight Denim Shorts milk white,Description & Composition,"
                            These Leslie girls' shorts are made of lightweight denim material. The elegant design is structured by its pleated elastic waistband.
",S01GBEWO1003, ,€70.00,
452,tienda1cardigan-a-broderie-cerise-fille-anis.html,Girls' Cardigan with Cherry Embroidery anise,Description & Composition,"
                            This simple and elegant girls' cardigan is a timeless Bonpoint classic. A small tone-on-tone cherry is embroidered on the chest. 
",S01GCAKN1701, ,€90.00,
453,tienda1girls-silkscreen-t-shirt-milk-white.html,Girls' Silkscreen T-shirt milk white,Description & Composition,"
                            This soft jersey T-shirt accompanies girls in all their activities. It features a colorful Bonpoint cherry silkscreen on the front.
",S01GTSKN0901, ,€50.00,
454,tienda1girls-openwork-cotton-sweater-khaki.html,Girls' Openwork Cotton Sweater khaki,Description & Composition,"
                            This girls' sweater is full of charm with its gathered hem and sleeve cuffs. This delicate openwork garment is enhanced with the emblematic Bonpoint cherry motif.
",S01GJUKN0801, ,€110.00,
455,tienda1cardigan-en-coton-ajoure-fille-kaki.html,Cardigan en coton ajouré fille kaki,Description & Composition,"
                            Des cerises ajourées décorent ce cardigan pour fille au ton vif. Les épaules sont subtilement froncées pour davantage d'élégance.
",S01GCAKN1901, ,€120.00,
456,tienda1girls-sweatshirt-with-liberty-fabric-bands-pink.html,Girls' Sweatshirt with Liberty Fabric Bands pink,Description & Composition,"
                            This hooded sweatshirt for girls is made of comfortable fleece. Its stunning color is enhanced with a band of Liberty fabric at the front.
",S01GSWKN0503, ,€150.00,
457,tienda1thin-turtleneck-sweater-navy.html,Thin turtleneck sweater navy,Description & Composition,"
                            We like the understated, elegant quality of this thin turtleneck sweater. The white, long-sleeved cotton garment is perfect for winter outfits. Tuck it into pink velvet pants for an on-trend vintage look.                        ",PEBTI3103TE, ,€35.00,
458,tienda1catalog/product/view/id/180517/s/cardigan-navy/,Cardigan navy,Description & Composition,"
                            This merino wool cardigan is a cross between comfort and style. We love its beautiful navy blue color and fitted cuffs and waistband. It goes just as well with jeans as with a kilt.                        ",PEBDA3511CA, ,€110.00,
459,tienda1heathered-gray.html,heathered gray,Description & Composition,"
                            ",PEBDA3703CA, ,€170.00,
460,tienda1thin-turtleneck-sweater-milk-white.html,Thin turtleneck sweater milk white,Description & Composition,"
                            We like the understated, elegant quality of this thin turtleneck sweater. The white, long-sleeved cotton garment is perfect for winter outfits. Tuck it into pink velvet pants for an on-trend vintage look.                        ",PEBTI3103TE, ,€35.00,
461,tienda1catalog/product/view/id/179985/s/cardigan-navy/,Cardigan Navy,Description & Composition,"
                            This cotton cardigan makes a charming addition to a little one's wardrobe. The navy color is both trendy and very simple to match up with the rest of the outfit. It can be combined with other blue pieces for a pretty monochrome effect.                        ",PEBDA3593CA, ,€90.00,
462,tienda1thin-turtleneck-sweater-black.html,Thin turtleneck sweater black,Description & Composition,"
                            We like the understated, elegant quality of this thin turtleneck sweater. The white, long-sleeved cotton garment is perfect for winter outfits. Tuck it into pink velvet pants for an on-trend vintage look.                        ",PEBTI3103TE, ,€35.00,
463,tienda1catalog/product/view/id/177283/s/cardigan-milk-white/,Cardigan milk white,Description & Composition,"
                            With this elegant cotton cardigan, your little one will be ready to face the cold weather with smile on their face. The white garment has buttons down the front and is perfectly suited to a light-colored outfit, or can be worn with black pants for a nice contrast.                        ",PEBDA3593CA, ,€90.00,
464,tienda1cashmere-cardigan-navy-blue.html,Cashmere cardigan Navy blue,Description & Composition,"
                            This cashmere cardigan is a timeless classic. Its crew neckline and pretty navy blue color give it an elegant air. Team it up with a screen-printed T-shirt to add a touch of novelty.                        ",PEBDA3703CA, ,€170.00,
465,tienda1robe-habillee-en-jacquard-cerise-fille-rose-petale.html,Girls' Dressy Cherry Jacquard Dress petal pink,Description & Composition,"
                            The formal Alina dress for girls turns heads with its exclusive cherry jacquard motif. The flat pleats below the waist create graceful movement.
",S01GDRWO2505, ,€270.00,
466,tienda1robe-habillee-en-jacquard-fille-perle.html,Girls' Formal Jacquard Dress pearl,Description & Composition,"
                            The Poupée formal dress for girls is made of a delicate jacquard fabric with an iridescent shimmer. The shoulders are covered with a ruffle for an attractive volume.
",S01GDRWO4001, ,€290.00,
467,tienda1cape-couture-en-jacquard-fille-ivoire.html,Girls' Couture Jacquard Cape ivory,Description & Composition,"
                            The Pandora couture cape adds an extra touch of grace to girls' dressy outfits. It features an elegant pastel-toned jacquard motif.
",S01GJAWO0501, ,€365.00,
468,tienda1robe-en-crepon-raye-fille-rayures-blanc-lait.html,Girls' Striped Crepon Skirt milk white,Description & Composition,"
                            The Samantha dress features layers of ruffles for graceful movement. The original crepon material is decorated with colorful, iridescent threads.
",S01GDRWO2203, ,€110.00,
469,tienda1cape-habillee-en-jacquard-fille-perle.html,Girls' Formal Jacquard Cape pearl,Description & Composition,"
                            The Scilla cape for girls is perfect for special occasions. The refined jacquard fabric has a pretty iridescent finish.
",S01GJAWO0601, ,€205.00,
470,tienda1blouse-couture-en-tulle-brode-fille-rose-fane.html,Girls' Couture Tulle Blouse faded pink,Description & Composition,"
                            The Noli couture blouse appears fresh out of a fairytale with its embroidered tulle material. It features ruffles on the hem for even more fluidity.
",S01GBLWO3001, ,€385.00,
471,tienda1jupe-en-tulle-brode-fille-rose-fane.html,Girls' Embroidered Tulle Skirt faded pink,Description & Composition,"
                            The Nala couture skirt for girls is made of floral-embroidered swiss dot tulle. Its asymmetric cut makes if flowing and elegant.
",S01GSKWO1203, ,€535.00,
472,tienda1cardigan-brode-fleurs-crochet.html,Girls' Embroidered Cotton Cardigan milk white,Description & Composition,"
                            This girls' cotton cardigan is elegant with its crocheted cherry embroidery. The thin knit is ideal for mid-season wear.
",S01GCAKN1301, ,€160.00,
473,tienda1short-sleeved-logo-t-shirt-navy.html,Short-sleeved logo T-shirt navy,Description & Composition,"
                            This sporty short-sleeved logo T-shirt features an understated classic cut brightened up by a 3D-effect logo on the chest. This plain cotton piece has a crew neck, straight armholes and short sleeves. It matches the hooded sweatshirt from the same collection. An online exclusive.                        ",W20BTI4404TE, ,€50.00,
474,tienda1plain-sweatshirt-milk-white.html,Plain sweatshirt milk white,Description & Composition,"
                            Fall for the sporty style of this 100% cotton fleece plain sweatshirt featuring a large logo on the chest. Its crew neck, straight armholes, and wide rib-knit collar, cuffs and hem ensure comfort all day long. An online exclusive.                        ",W20BTI3024SW, ,€90.00,
475,tienda1zipped-hooded-sweatshirt-milk-white.html,Zipped hooded sweatshirt milk white,Description & Composition,"
                            With its hood, kangaroo pocket and central zip fastening, this zipped hooded sweatshirt is both comfortable and practical, ticking all the boxes. It features a colorful Bonpoint logo on the chest and a stunning pattern on the back. Its rib-knit trim guarantees a perfect fit. An online exclusive.                        ",W20BTI3762SC, ,€135.00,
476,tienda1short-sleeved-t-shirt-milk-white-2.html,Short-sleeved T-shirt milk white,Description & Composition,"
                            You will love this children's short-sleeved T-shirt, an online exclusive. This cotton piece features a modern all-over signature print as well as a straight cut, a crew neck with trim and short sleeves.                        ",W20BTI3935TE, ,€55.00,
477,tienda1zipped-hooded-sweatshirt-black.html,Zipped hooded sweatshirt black,Description & Composition,"
                            You will love the sporty look of this zipped hooded sweatshirt, which pairs style with comfort. This piece features a logo on the back, straight armholes, a kangaroo patch pocket on the front, and wide rib-knit cuffs and hem. An online exclusive.                        ",W20BTI4610SC, ,€135.00,
478,tienda1boys-embroidered-denim-shirt-light-denim.html,Boys' Embroidered Denim Shirt light denim,Description & Composition,"
                            This Newis denim shirt for boys features a peace sign on the back, embroidered by hand at the CSAO workshop in Senegal. The denim is faded with ozone, a process that respects the environment by not using water.
",C01BSHWO0301, ,€190.00,
479,tienda1boys-soft-jersey-t-shirt-aqua-blue.html,Boys' Soft Jersey T-shirt aqua blue,Description & Composition,"
                            This boys' T-shirt is super stylish with its trendy tie dye print.
",C01BTSKN0101, ,€60.00,
480,tienda1t-shirt-tie-and-dye-garcon-abricot.html,Boys' Tie-dye T-shirt apricot,Description & Composition,"
                            This boy's T-shirt, with its tie-dye design, is inspired by '70s fashion. It is made from a comfortable rustic cotton jersey. 
",S01BTSKN0301, ,€70.00,
481,tienda1boys-short-sleeved-shirt-indigo.html,Boys' Short-Sleeved Shirt indigo,Description & Composition,"
                            The Steve shirt for boys offers incomparable comfort thanks to its cotton material. It features an open collar along with a pocket with an anchor embroidery with a logo mixed with ikat motifs.
",C01BSHWO0201, ,€70.00,
482,tienda1t-shirt-avec-serigraphie-garcon-vert-turquoise.html,Boys' Silkscreened T-shirt turquoise blue,Description & Composition,"
                            This soft jersey T-shirt for boys is comfortable to wear. It stands out with its surf-themed silkscreen print.
",S01BTSKN0901, ,€50.00,
483,tienda1t-shirt-serigraphie-mer-garcon-ecru.html,Boys' Sea Silkscreen T-shirt ecru,Description & Composition,"
                            This boys' T-shirt features a soft, fresh silkscreened print. It has a crew neck and short sleeves and is made of lightweight, natural slub jersey.
",S01BTSKN0302, ,€55.00,
484,tienda1t-shirt-a-message-garcon-gris-chine-clair.html,Boys' Bonpoint x Ceizer T-shirt heathered gray,Description & Composition,"
                            ",S01BTSKN1601, ,€60.00,
485,tienda1boys-batwing-sleeve-shirt-blue.html,Boys' Batwing-Sleeve Shirt blue,Description & Composition,"
                            The boys' Sohane shirt offers a new take on the classic striped style. Its batwing sleeves make it highly unique. 
",S01BSHWO0801, ,€75.00,
486,tienda1t-shirt-a-serigraphies-et-broderies-garcon-bleu.html,Boys' Silkscreened and Embroidered T-shirt blue,Description & Composition,"
                            This boys' T-shirt is made of a very soft, ultra-comfortable jersey. It features marine-inspired embroidery and silkscreened prints on the front.
",S01BTSKN0903, ,€65.00,
487,tienda1t-shirt-avec-serigraphie-garcon-vert-celadon.html,Boys' Silkscreened T-shirt celadon green,Description & Composition,"
                            A trendy silkscreen print adorns this boys' T-shirt. It features a crew neck with rolled edges.
",S01BTSKN0901, ,€50.00,
488,tienda1t-shirt-serigraphie-garcon-ecru.html,Boys' Silkscreened T-shirt ecru,Description & Composition,"
                            A colorful silkscreened image decorates the front of this boys' T-shirt. With its classic straight cut, this piece is timeless.
",S01BTSKN0901, ,€50.00,
489,tienda1t-shirt-serigraphie-voitures-garcon-blanc-lait.html,Boys' Car Silkscreen T-shirt milk white,Description & Composition,"
                            This boys' straight-cut T-shirt is decorated with an arty silkscreen print with a timeless theme. The cotton slub jersey is lightweight, comfortable, and easy to care for.
",S01BTSKN0302, ,€50.00,
490,tienda1chemise-a-manches-courtes-rayee-garcon-rayures.html,Boys' Short-Sleeved Striped Shirt stripes,Description & Composition,"
                            The Cesar boys' shirt is made of supple, absorbent poplin material and features distinctive two-tone schoolboy stripes and a plain Henley collar. The cutis highlighted by short sleeves with wide armholes. 
",S01BSHWO0703, ,€70.00,
